title,link,content_excerpt,direct_classification,direct_reason,direct_confidence,indirect_classification,indirect_reason,indirect_confidence,final_label,final_reason
이재명대통령된김에 이준석<—지자존심이먼저인 사리분별안되는돼지새끼 드,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439714&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이민을 가던지 살자 하던지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439713&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
틀딱들은 연금받고 4050은 부동산에 주식 떡상,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439712&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
홍준표 다 늙어서 징징대는 인간,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439711&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
40대 < 이새끼들은 호황기에 태어나서 대가리가 비었음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439710&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남 특징,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439709&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
범죄자 대통령 좋아요,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439708&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
팩트는 이제 앞으로 20년은 민주당 세상임 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439707&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
대출이라도 존나 땡겨서 서울 집 사냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439706&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
문재인때 2030 남성들 민주당 지지율...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439704&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이민 그런건 걍 원래 홧김에 그러는거고. 사실 이민가는건 도망가는건데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439703&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
아직도 틀딱새끼들 민심 못읽고 과반 타령하냐 시발,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439702&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
(보수 시나리오) 전광훈이 광화문 광장으로 틀구이 총동원령 소집,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439700&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
재명이가 꼭 해야 할 일 ㄹㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439701&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
뭔 복지를 줄이냐 최대한 즐기게하고,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439699&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
문재앙 시즌2 입갤 ㄹㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439698&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
오히려 김문수 41퍼 나온거로 내란견이 뒤지게 쳐맞아야 정상인데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439697&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
애초에 단일화한다고 이준석표 김문수로 안 감ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439695&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
상납이 빠는 이대남이 무슨 이민이냐 ㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439694&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남은 반드시 후회한다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439693&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
디시에서 4050 비율이 과반인 갤러리가 있다던데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439692&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
틀딱 = 옛날에 일 존나했던 만큼 복지 누리고 사는중..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439691&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
선거 졌는데 국힘 패널 싱글벙글 ㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439690&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
솔직히 이대남 보다 중국이 낫다고 생각한다 ㅇㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439689&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
문재앙 시즌2 입갤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439688&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
홍준표는 너무 아쉽네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439687&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
나라 먹여살리는 건 4050세대인데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439685&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
ㄹㅇ4050 뒤질때까지 민주당 계속 집권할듯ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439683&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남은 꼬우면 이민가면돼,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439682&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이번에 민주당이 페미코인 상폐시켜도 이대녀 60퍼 먹었노 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439681&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
내각제 안해준다고 팽 안한다 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439680&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 당선이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439679&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 당선이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439679&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
아직도 내란당 지지하는 애들은 살자로 생 마감하던가 이민을 가던가 해야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439678&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
장깨 씨발 나라 먹겠노 ㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439677&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
결국 야갤 펨대남들 후회할듯 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439676&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 만세,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439675&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
병신들아 틀딱은 타걱없다니깐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439674&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
아 시발 짤 존나 놀랬네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439673&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
역대 최악의 대통령,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439672&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 만세,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439671&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
틀구이 = 세금은 안내면서 복지만 빨아먹음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439670&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
똑같이 해주면됨,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439669&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
계몽령 윤어게인 ㅇㅈㄹ 할때부터 정 다 떨어짐 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439668&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
어차피 이대남은 되든말든 이준석임 ㅇㅇ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439667&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
지금 틀튜브들은 오히려 좋아함,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439666&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이민갈 능력도 없으면서 뭔 탈조선타령 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439665&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
과반 못넘은 이재명 = 사실상 국민의 힘 후보,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439664&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
"이대남들이 ""이준석""을 지지한 이유?",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439662&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남에게 어울리는 곳,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439661&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
40처먹은 새기들 역겨우면 개추 ㄱㄱ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439660&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이준석한테 단일화를 바랄게 아니라 니들이 기어들어와야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439659&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
윤두창 십ㅅㄲ 때문에 경제 개박살 난 거 생각하면,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439658&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
4050 < 이대녀보다 지능이 낮을줄은 몰랐네 ㅅㅂ ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439657&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
국힘이 투표만 안했어도 두번이나 레카 윤카 파면 없제,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439656&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
나 1찍인데 이준석이 단일화만 했어도 민주당 졌을거 같다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439655&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
김문수 다음 대선땐 가능성 있음?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439654&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
그래도 정치잘하는새끼가 대통령되니까,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439653&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
30 이상 쳐먹고 야갤 하는게 병신 아닌가..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439652&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
원래 국찜은 망해도 싸다..자당 대통령 탄핵 1등 공신임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439650&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
계몽령<-- 이딴 소리 한 새끼들은 싹다 감옥 보내는게 맞으면 개추,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439649&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
근데 준스기가 뭐했다고 몰표넣는거임?이대남들은?ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439648&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
과반 못넘은 이재명이면 페미들이 이민가셔야할거같은데요,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439647&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
그래도 선전했네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439645&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
대선 졌잖아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439644&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
요도세자저하 6월 결혼식에 카리나 축하공연 온다드만,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439643&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
폴리마켓 이재명 근황,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439642&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
